#Chrom	Start	End	gene	Strand
chr1	41480261	41480262	SLFNL1.AS1	+
chr1	41487426	41487427	SLFNL1	-
chr1	41707814	41707815	SCMH1	-
chr1	41827226	41827227	FOXO6	+
chr1	41950343	41950344	EDN2	-
chr1	42384495	42384496	HIVEP3	-
chr1	42337889	42337890	Unk..100507198	-
chr1	42619091	42619092	GUCA2B	+
chr1	42630394	42630395	GUCA2A	-
chr1	42800902	42800903	FOXJ3	-
chr1	42846467	42846468	RIMKLA	+
chr1	42921937	42921938	ZMYND12	-
chr1	42922172	42922173	PPCS	+
chr1	42928956	42928957	Unk..100507214	+
chr1	43000559	43000560	CCDC30	+
chr1	43124047	43124048	PPIH	+
chr1	43144356	43144357	Unk..100507252	+
chr1	43148065	43148066	YBX1	+
chr1	43205924	43205925	CLDN19	-
chr1	43232754	43232755	P3H1	-
chr1	43232915	43232916	C1orf50	+
chr1	43250725	43250726	TMEM269	+
chr1	43258499	43258500	Unk..100507268	+
chr1	43283058	43283059	SVBP	-
chr1	43282775	43282776	ERMAP	+
chr1	43312279	43312280	ZNF691	+
chr1	43424846	43424847	SLC2A1	-
chr1	43424719	43424720	SLC2A1.AS1	+
chr1	43613593	43613594	FAM183A	+
chr1	43638240	43638241	EBNA1BP2	-
chr1	43638000	43638001	CFAP57	+
chr1	43681026	43681027	Unk..100506711	+
chr1	43735664	43735665	TMEM125	+
chr1	43751287	43751288	C1orf210	-
chr1	43766663	43766664	TIE1	+
chr1	43803474	43803475	MPL	+
chr1	43824625	43824626	CDC20	+
chr1	43833698	43833699	ELOVL1	-
chr1	43855482	43855483	MED8	-
chr1	43855555	43855556	Unk..149469	+
chr1	43888796	43888797	SZT2	+
chr1	43919659	43919660	HYI	-
chr1	43996546	43996547	PTPRF	+
chr1	44115796	44115797	KDM4A	+
chr1	44173011	44173012	KDM4A.AS1	-
chr1	44173217	44173218	ST3GAL3	+
chr1	44398991	44398992	ARTN	+
chr1	44412477	44412478	IPO13	+
chr1	44435652	44435653	DPH2	+
chr1	44440601	44440602	ATP6V0B	+
chr1	44444865	44444866	B4GALT2	+
chr1	44457279	44457280	CCDC24	+
chr1	44497133	44497134	SLC6A9	-
chr1	44584521	44584522	KLF17	+
chr1	44588183	44588184	LOC100129492	-
chr1	44679124	44679125	DMAP1	+
chr1	44820938	44820939	ERI3	-
chr1	44870959	44870960	RNF220	+
chr1	45140098	45140099	TMEM53	-
chr1	45140393	45140394	C1orf228	+
chr1	45196839	45196840	RNU5D.1	-
chr1	45205489	45205490	KIF2C	+
chr1	45241245	45241246	RPS8	+
chr1	45241536	45241537	SNORD55	+
chr1	45242163	45242164	SNORD46	+
chr1	45243513	45243514	SNORD38A	+
chr1	45244061	45244062	SNORD38B	+
chr1	45253425	45253426	BEST4	-
chr1	45266035	45266036	PLK3	+
chr1	45272956	45272957	TCTEX1D4	-
chr1	45274153	45274154	BTBD19	+
chr1	45308615	45308616	PTCH2	-
chr1	45452360	45452361	EIF2B3	-
chr1	45350930	45350931	Unk..100507337	-
chr1	45477026	45477027	HECTD3	-
chr1	45477804	45477805	UROD	+
chr1	45672249	45672250	ZSWIM5	-
chr1	45769581	45769582	LINC01144	+
chr1	45792544	45792545	HPDL	+
chr1	45806141	45806142	MUTYH	-
chr1	45805341	45805342	TOE1	+
chr1	45956839	45956840	TESK2	-
chr1	45965750	45965751	CCDC163	-
chr1	45965855	45965856	MMACHC	+
chr1	45987608	45987609	PRDX1	-
chr1	46016497	46016498	AKR1A1	+
chr1	46049716	46049717	NASP	+
chr1	46089730	46089731	CCDC17	-
chr1	46152301	46152302	GPBP1L1	-
chr1	46112356	46112357	RPS15AP10	-
chr1	46153846	46153847	TMEM69	+
chr1	46216484	46216485	IPP	-
chr1	46269284	46269285	MAST2	+
chr1	46598707	46598708	PIK3R3	-
chr1	46570289	46570290	Unk..100133124	+
chr1	46640748	46640749	TSPAN1	+
chr1	46642145	46642146	Unk..100507408	-
chr1	46685976	46685977	POMGNT1	-
chr1	46669005	46669006	LURAP1	+
chr1	46713366	46713367	RAD54L	+
chr1	46769037	46769038	LRRC41	-
chr1	46769379	46769380	UQCRH	+
chr1	46806389	46806390	NSUN4	+
chr1	46859938	46859939	FAAH	+
chr1	46903224	46903225	FAAHP1	+
chr1	46972667	46972668	DMBX1	+
chr1	47004367	47004368	MKNK1.AS1	+
chr1	47016886	47016887	KNCN	-
chr1	47069965	47069966	MKNK1	-
chr1	47082562	47082563	MOB3C	-
chr1	47134098	47134099	ATPAF1	-
chr1	47137499	47137500	TEX38	+
chr1	47184735	47184736	EFCAB14	-
chr1	47207839	47207840	Unk..100129898	+
chr1	47264669	47264670	CYP4B1	+
chr1	47366146	47366147	CYP4Z2P	-
chr1	47407155	47407156	CYP4A11	-
chr1	47489239	47489240	CYP4X1	+
chr1	47533159	47533160	CYP4Z1	+
chr1	47603106	47603107	CYP4A22	+
chr1	47655770	47655771	PDZK1IP1	-
chr1	47695442	47695443	TAL1	-
chr1	47779818	47779819	STIL	-
chr1	47799468	47799469	CMPK1	+
chr1	47881743	47881744	FOXE3	+
chr1	47900312	47900313	FOXD2.AS1	-
chr1	47901688	47901689	FOXD2	+
chr1	48462561	48462562	TRABD2B	-
chr1	48283737	48283738	Unk..100507479	+
chr1	48648099	48648100	SKINT1L	-
chr1	48688356	48688357	SLC5A9	+
chr1	48937875	48937876	SPATA6	-
chr1	50489625	50489626	AGBL4	-
chr1	49242546	49242547	BEND5	-
chr1	50513685	50513686	ELAVL4	+
chr1	50889140	50889141	DMRTA2	-
chr1	51425935	51425936	FAF1	-
chr1	51434366	51434367	CDKN2C	+
chr1	51567905	51567906	C1orf185	+
chr1	51701944	51701945	RNF11	+
chr1	51810784	51810785	TTC39A	-
chr1	51984994	51984995	EPS15	-
chr1	52082546	52082547	OSBPL9	+
chr1	52344608	52344609	NRDC	-
chr1	52302073	52302074	MIR761	-
chr1	52456435	52456436	RAB3B	-
chr1	52521046	52521047	TXNDC12	-
chr1	52499471	52499472	KTI12	-
chr1	52521856	52521857	BTF3L4	+
chr1	52608045	52608046	ZFYVE9	+
chr1	52831863	52831864	CC2D1B	-
chr1	52870142	52870143	ORC1	-
chr1	52870218	52870219	PRPF38A	+
chr1	53018761	53018762	ZCCHC11	-
chr1	53068042	53068043	GPX7	+
chr1	53099065	53099066	SHISAL2A	+
chr1	53164037	53164038	COA7	-
chr1	53192130	53192131	ZYG11B	+
chr1	53308182	53308183	ZYG11A	+
chr1	53387445	53387446	ECHDC2	-
chr1	53392900	53392901	SCP2	+
chr1	53527884	53527885	PODN	+
chr1	53608288	53608289	SLC1A7	-
chr1	53662100	53662101	CPT2	+
chr1	53686288	53686289	C1orf123	-
chr1	53704206	53704207	MAGOH	-
chr1	53704281	53704282	LOC100507564	+
chr1	53793820	53793821	LRP8	-
chr1	53905692	53905693	SLC25A3P1	-
chr1	53925071	53925072	DMRTB1	+
chr1	54199876	54199877	GLIS1	-
chr1	54304224	54304225	NDC1	-
chr1	54355452	54355453	YIPF1	-
chr1	54359860	54359861	DIO1	+
chr1	54411287	54411288	HSPB11	-
chr1	54412036	54412037	LRRC42	+
chr1	54483802	54483803	LDLRAD1	-
chr1	54519110	54519111	TMEM59	-
chr1	54519273	54519274	TCEANC2	+
chr1	54619442	54619443	CDCP2	-
chr1	54665745	54665746	CYB5RL	-
chr1	54665839	54665840	MRPL37	+
chr1	54872091	54872092	SSBP3	-
chr1	54703715	54703716	SSBP3.AS1	+
chr1	55013900	55013901	ACOT11	+
chr1	55089199	55089200	FAM151A	-
chr1	55107426	55107427	MROH7	+
chr1	55181494	55181495	TTC4	+
chr1	55230225	55230226	PARS2	-
chr1	55266940	55266941	TTC22	-
chr1	55271735	55271736	LEXM	+
chr1	55352920	55352921	DHCR24	-
chr1	55446464	55446465	TMEM61	+
chr1	55464616	55464617	BSND	+
chr1	55505148	55505149	PCSK9	+
chr1	55681038	55681039	USP24	-
chr1	55681079	55681080	LOC100507634	+
chr1	56410635	56410636	Unk..100507652	-
chr1	57045256	57045257	PLPP3	-
chr1	57110989	57110990	PRKAA2	+
chr1	57285368	57285369	FYB2	-
chr1	57320442	57320443	C8A	+
chr1	57431687	57431688	C8B	-
chr1	58716210	58716211	DAB1	-
chr1	59012445	59012446	OMA1	-
chr1	59043165	59043166	TACSTD2	-
chr1	59165746	59165747	MYSM1	-
chr1	59249784	59249785	JUN	-
chr1	59250822	59250823	LINC01135	+
chr1	59612478	59612479	HSD52	-
chr1	59762624	59762625	FGGY	+
chr1	60280532	60280533	HOOK1	+
chr1	60392422	60392423	CYP2J2	-
chr1	60539441	60539442	C1orf87	-
chr1	61542945	61542946	NFIA	+
chr1	62191094	62191095	TM2D1	-
chr1	62208148	62208149	PATJ	+
chr1	62544457	62544458	MIR3116.1	+
chr1	62544527	62544528	MIR3116.2	-
chr1	62660473	62660474	L1TD1	+
chr1	62785082	62785083	KANK4	-
chr1	62901974	62901975	USP1	+
chr1	63153968	63153969	DOCK7	-
chr1	63063186	63063187	ANGPTL3	+
chr1	63073436	63073437	Unk..100507664	+
chr1	63249802	63249803	ATG4C	+
chr1	63788729	63788730	FOXD3	+
chr1	63833260	63833261	ALG6	+
chr1	63988834	63988835	ITGB3BP	-
chr1	63989012	63989013	EFCAB7	+
chr1	64014650	64014651	DLEU2L	+
chr1	64058946	64058947	PGM1	+
chr1	64239689	64239690	ROR1	+
chr1	64669489	64669490	UBE2U	+
chr1	64936475	64936476	CACHD1	+
chr1	65210777	65210778	RAVER2	+
chr1	65432186	65432187	JAK1	-
chr1	65524190	65524191	MIR101.1	-
chr1	65613231	65613232	AK4	+
chr1	65730429	65730430	DNAJC6	+
chr1	65764285	65764286	Unk..100505510	+
chr1	65886247	65886248	LEPR	+
chr1	65886247	65886248	LEPROT	+
chr1	66258192	66258193	PDE4B	+
chr1	66999824	66999825	SGIP1	+
chr1	67094122	67094123	MIR3117	+
chr1	67218139	67218140	TCTEX1D1	+
chr1	67266938	67266939	INSL5	-
chr1	67390569	67390570	WDR78	-
chr1	67390577	67390578	MIER1	+
chr1	67520079	67520080	SLC35D1	-
chr1	67594219	67594220	C1orf141	-
chr1	67632168	67632169	IL23R	+
chr1	67773046	67773047	IL12RB2	+
chr1	67896122	67896123	SERBP1	-
chr1	68150882	68150883	GADD45A	+
chr1	68299154	68299155	GNG12	-
chr1	68297985	68297986	GNG12.AS1	+
chr1	68516459	68516460	DIRAS3	-
chr1	68698283	68698284	WLS	-
chr1	68649292	68649293	MIR1262	-
chr1	68915641	68915642	RPE65	-
chr1	68962798	68962799	DEPDC1	-
chr1	70225857	70225858	LRRC7	+
chr1	70385004	70385005	PIN1P1	+
chr1	70671360	70671361	LRRC40	-
chr1	70671364	70671365	SRSF11	+
chr1	70820416	70820417	ANKRD13C	-
chr1	70820492	70820493	HHLA3	+
chr1	70876900	70876901	CTH	+
chr1	71513490	71513491	PTGER3	-
chr1	71512188	71512189	ZRANB2.AS1	+
chr1	71546971	71546972	ZRANB2	-
chr1	71533398	71533399	MIR186	-
chr1	72748276	72748277	NEGR1	-
chr1	74663870	74663871	LRRIQ3	-
chr1	74663925	74663926	FPGT	+
chr1	74663946	74663947	TNNI3K	+
chr1	75139421	75139422	ERICH3	-
chr1	75199091	75199092	CRYZ	-
chr1	75198835	75198836	TYW3	+
chr1	75594118	75594119	LHX8	+
chr1	76076798	76076799	SLC44A5	-
chr1	76190042	76190043	ACADM	+
chr1	76251885	76251886	RABGGTB	+
chr1	76252756	76252757	SNORD45C	+
chr1	76253573	76253574	SNORD45A	+
chr1	76255161	76255162	SNORD45B	+
chr1	76262629	76262630	MSH4	+
chr1	76398115	76398116	ASB17	-
chr1	76477008	76477009	Unk..100505563	+
chr1	76540388	76540389	ST6GALNAC3	+
chr1	77333185	77333186	ST6GALNAC5	+
chr1	77533610	77533611	Unk..256483	+
chr1	77685131	77685132	PIGK	-
chr1	77747741	77747742	AK5	+
chr1	78148342	78148343	ZZZ3	-
chr1	78225536	78225537	USP33	-
chr1	78245308	78245309	MIGA1	+
chr1	78277465	78277466	LOC653631	-
chr1	78355217	78355218	NEXN.AS1	-
chr1	78354199	78354200	NEXN	+
chr1	78444776	78444777	FUBP1	-
chr1	78470635	78470636	DNAJB4	+
chr1	78511588	78511589	GIPC2	+
chr1	78695282	78695283	MGC27382	+
chr1	78956727	78956728	PTGFR	+
chr1	79086087	79086088	IFI44L	+
chr1	79115476	79115477	IFI44	+
chr1	79472494	79472495	ADGRL4	-
chr1	82266081	82266082	ADGRL2	+
chr1	84464832	84464833	TTLL7	-
chr1	84543744	84543745	PRKACB	+
chr1	84764048	84764049	SAMD13	+
chr1	84863575	84863576	UOX	-
chr1	84864214	84864215	DNASE2B	+
chr1	84944919	84944920	RPF1	+
chr1	84972261	84972262	GNG5	-
chr1	84972079	84972080	SPATA1	+
chr1	85040162	85040163	CTBS	-
chr1	85100702	85100703	LINC01555	-
chr1	85156239	85156240	SSX2IP	-
chr1	85358895	85358896	LPAR3	-
chr1	85462795	85462796	MCOLN2	-
chr1	85514168	85514169	MCOLN3	-
chr1	85527992	85527993	WDR63	+
chr1	85666727	85666728	SYDE2	-
chr1	85725354	85725355	C1orf52	-
chr1	85742586	85742587	BCL10	-
chr1	85742122	85742123	LOC646626	+
chr1	86044045	86044046	DDAH1	-
chr1	86046443	86046444	CYR61	+
chr1	86174115	86174116	ZNHIT6	-
chr1	86622120	86622121	COL24A1	-
chr1	86862024	86862025	ODF2L	-
chr1	86889768	86889769	CLCA2	+
chr1	86934525	86934526	CLCA1	+
chr1	87012758	87012759	CLCA4	+
chr1	87099958	87099959	CLCA3P	+
chr1	87170256	87170257	SH3GLB1	+
chr1	87380106	87380107	SELENOF	-
chr1	87380334	87380335	HS2ST1	+
chr1	87595447	87595448	LINC01140	+
chr1	87794150	87794151	LMO4	+
chr1	87837337	87837338	LINC01364	-
chr1	89149921	89149922	PKN2	+
chr1	89357300	89357301	GTF2B	-
chr1	89458642	89458643	KYAT3	-
chr1	89458642	89458643	RBMXL1	-
chr1	89488548	89488549	GBP3	-
chr1	89531042	89531043	GBP1	-
chr1	89591798	89591799	GBP2	-
chr1	89641722	89641723	GBP7	-
chr1	89664632	89664633	GBP4	-
chr1	89738543	89738544	GBP5	-
chr1	89829435	89829436	GBP6	+
chr1	89873237	89873238	GBP1P1	+
chr1	89990396	89990397	LRRC8B	+
chr1	90098452	90098453	LRRC8C.DT	-
chr1	90098643	90098644	LRRC8C	+
chr1	90286572	90286573	LRRC8D	+
chr1	90460524	90460525	GEMIN8P4	-
chr1	90460677	90460678	ZNF326	+
chr1	91182793	91182794	BARHL2	-
chr1	91317194	91317195	Unk..100505821	-
chr1	91301717	91301718	Unk..100505809	-
chr1	91317303	91317304	Unk..100505840	+
chr1	91487670	91487671	ZNF644	-
chr1	91487281	91487282	Unk..100505857	-
chr1	91870425	91870426	HFM1	-
chr1	91966403	91966404	CDC7	+
chr1	92100567	92100568	HSP90B3P	+
chr1	92351786	92351787	TGFBR3	-
chr1	92414927	92414928	BRDT	+
chr1	92495532	92495533	EPHX4	+
chr1	92545861	92545862	BTBD8	+
chr1	92632608	92632609	KIAA1107	+
chr1	92683572	92683573	C1orf146	+
chr1	92764565	92764566	GLMN	-
chr1	92764521	92764522	RPAP2	+
chr1	92952432	92952433	GFI1	-
chr1	93257960	93257961	EVI5	-
chr1	93297593	93297594	RPL5	+
chr1	93302845	93302846	SNORD21	+
chr1	93306275	93306276	SNORA66	+
chr1	93427078	93427079	FAM69A	-
chr1	93544791	93544792	MTF2	+
chr1	93646245	93646246	TMED5	-
chr1	93645919	93645920	CCDC18	+
chr1	93811367	93811368	CCDC18.AS1	-
chr1	93811477	93811478	DR1	+
chr1	93913687	93913688	FNBP1L	+
chr1	94147384	94147385	BCAR3	-
chr1	94057524	94057525	LOC100129046	+
chr1	94312387	94312388	MIR760	+
chr1	94344741	94344742	DNTTIP2	-
chr1	94375011	94375012	GCLM	-
chr1	94456433	94456434	Unk..100505924	+
chr1	94586704	94586705	ABCA4	-
chr1	94703306	94703307	ARHGAP29	-
chr1	94713413	94713414	Unk..100505940	+
chr1	94883932	94883933	ABCD3	+
chr1	95007412	95007413	F3	-
chr1	95285900	95285901	SLC44A3	+
chr1	95392734	95392735	CNN3	-
chr1	95393583	95393584	LOC729970	+
chr1	95538506	95538507	ALG14	-
chr1	95582893	95582894	TMEM56	+
chr1	95699710	95699711	RWDD3	+
chr1	95940292	95940293	LINC01761	+
chr1	97187174	97187175	PTBP2	+
chr1	98386614	98386615	DPYD	-
chr1	98511013	98511014	MIR137HG	-
chr1	98511726	98511727	MIR137	-
chr1	99127235	99127236	SNX7	+
chr1	99470448	99470449	PLPPR5	-
chr1	99469831	99469832	LOC100129620	+
chr1	99729847	99729848	PLPPR4	+
chr1	100111430	100111431	PALMD	+
chr1	100231348	100231349	FRRS1	-
chr1	100315639	100315640	AGL	+
chr1	100435837	100435838	Unk..730081	-
chr1	100435539	100435540	SLC35A3	+
chr1	100503788	100503789	MFSD14A	+
chr1	100598510	100598511	SASS6	-
chr1	100598705	100598706	TRMT13	+
chr1	100643770	100643771	LRRC39	-
chr1	100715408	100715409	DBT	-
chr1	100731702	100731703	RTCA.AS1	-
chr1	100731713	100731714	RTCA	+
chr1	100746796	100746797	MIR553	+
chr1	100818022	100818023	CDC14A	+
chr1	101003727	101003728	GPR88	+
chr1	101185296	101185297	VCAM1	+
chr1	101360417	101360418	EXTL2	-
chr1	101361631	101361632	SLC30A7	+
chr1	101491361	101491362	DPH5	-
chr1	101491433	101491434	Unk..100506051	+
chr1	101547597	101547598	Unk..100506029	+
chr1	101702304	101702305	S1PR1	+
chr1	102462789	102462790	OLFM3	-
chr1	102337567	102337568	DNAJA1P5	+
chr1	103574051	103574052	COL11A1	-
chr1	104068577	104068578	RNPC3	+
chr1	104097321	104097322	AMY2B	+
chr1	104112025	104112026	ACTG1P4	+
chr1	104159998	104159999	AMY2A	+
chr1	104198140	104198141	AMY1A	+
chr1	104238888	104238889	AMY1B	-
chr1	104292440	104292441	AMY1C	+
chr1	104615644	104615645	LOC100129138	+
chr1	107599266	107599267	PRMT6	+
chr1	107682628	107682629	NTNG1	+
chr1	108507544	108507545	VAV3	-
chr1	108742973	108742974	SLC25A24	-
chr1	108786702	108786703	NBPF4	-
chr1	108918407	108918408	NBPF5P	+
chr1	108963258	108963259	Unk..400768	+
chr1	108992903	108992904	NBPF6	+
chr1	109102970	109102971	FAM102B	+
chr1	109204147	109204148	HENMT1	-
chr1	109234931	109234932	PRPF38B	+
chr1	109255555	109255556	FNDC7	+
chr1	109289284	109289285	STXBP3	+
chr1	109399715	109399716	AKNAD1	-
chr1	109399838	109399839	SPATA42	+
chr1	109419602	109419603	GPSM2	+
chr1	109506110	109506111	CLCC1	-
chr1	109584849	109584850	WDR47	-
chr1	109618623	109618624	TAF13	-
chr1	109633402	109633403	TMEM167B	+
chr1	109642814	109642815	SCARNA2	+
chr1	109656478	109656479	C1orf194	-
chr1	109656584	109656585	KIAA1324	+
chr1	109756514	109756515	SARS	+
chr1	109792640	109792641	CELSR2	+
chr1	109825789	109825790	PSRC1	-
chr1	109849662	109849663	MYBPHL	-
chr1	109940562	109940563	SORT1	-
chr1	109969036	109969037	PSMA5	-
chr1	110009099	110009100	SYPL2	+
chr1	110026560	110026561	ATXN7L2	+
chr1	110036657	110036658	CYB561D1	+
chr1	110052335	110052336	AMIGO1	-
chr1	110082493	110082494	GPR61	+
chr1	110091185	110091186	GNAI3	+
chr1	110141514	110141515	MIR197	+
chr1	110155704	110155705	GNAT2	-
chr1	110162458	110162459	AMPD2	+
chr1	110198697	110198698	GSTM4	+
chr1	110210643	110210644	GSTM2	+
chr1	110230417	110230418	GSTM1	+
chr1	110250713	110250714	Unk..100506210	+
chr1	110254863	110254864	GSTM5	+
chr1	110283659	110283660	GSTM3	-
chr1	110306563	110306564	EPS8L3	-
chr1	110453232	110453233	CSF1	+
chr1	110527307	110527308	AHCYL1	+
chr1	110577240	110577241	STRIP1	+
chr1	110613321	110613322	ALX3	-
chr1	110655061	110655062	UBL4B	+
chr1	110693131	110693132	SLC6A17	+
chr1	110715117	110715118	Unk..100130800	-
chr1	110753335	110753336	KCNC4	+
chr1	110772525	110772526	Unk..100506257	+
chr1	110881944	110881945	RBM15	+
chr1	110933635	110933636	SLC16A4	-
chr1	110950545	110950546	LAMTOR5	-
chr1	110993787	110993788	PROK1	+
chr1	111023387	111023388	CYMP	+
chr1	111061796	111061797	KCNA10	-
chr1	111148344	111148345	KCNA2	-
chr1	111217654	111217655	KCNA3	-
chr1	111413820	111413821	CD53	+
chr1	111486088	111486089	Unk..100506293	+
chr1	111506565	111506566	LRIF1	-
chr1	111682837	111682838	DRAM2	-
chr1	111682248	111682249	CEPT1	+
chr1	111743280	111743281	DENND2D	-
chr1	111770280	111770281	CHI3L2	+
chr1	111823145	111823146	CHIAP2	+
chr1	111833483	111833484	CHIA	+
chr1	111889194	111889195	PIFO	+
chr1	111932472	111932473	PGCP1	-
chr1	111970398	111970399	OVGP1	-
chr1	111991829	111991830	WDR77	-
chr1	111991742	111991743	ATP5F1	+
chr1	112016603	112016604	C1orf162	+
chr1	112106596	112106597	ADORA3	-
chr1	112150939	112150940	LINC01160	-
chr1	112233953	112233954	RAP1A	+
chr1	112298418	112298419	FAM212B	-
chr1	112282462	112282463	FAM212B.AS1	+
chr1	112298189	112298190	DDX20	+
chr1	112531776	112531777	KCND3	-
chr1	112533157	112533158	LINC01750	+
chr1	112938799	112938800	CTTNBP2NL	+
chr1	113004454	113004455	MIR4256	-
chr1	113033629	113033630	WNT2B	+
chr1	113162039	113162040	ST7L	-
chr1	113162074	113162075	CAPZA1	+
chr1	113217047	113217048	MOV10	+
chr1	113250024	113250025	RHOC	-
chr1	113257949	113257950	PPM1J	-
chr1	113263188	113263189	FAM19A3	+
chr1	113290716	113290717	NUTF2P4	+
chr1	113498974	113498975	SLC16A1	-
chr1	113465971	113465972	AKR7A2P1	+
chr1	113499019	113499020	SLC16A1.AS1	+
chr1	113615830	113615831	LRIG2	+
chr1	113933474	113933475	MAGI3	+
chr1	114301776	114301777	PHTF1	-
chr1	114355069	114355070	RSBN1	-
chr1	114414374	114414375	PTPN22	-
chr1	114399256	114399257	AP4B1.AS1	+
chr1	114430168	114430169	BCL2L15	-
chr1	114447740	114447741	AP4B1	-
chr1	114447914	114447915	DCLRE1B	+
chr1	114471995	114471996	HIPK1	+
chr1	114522029	114522030	OLFML3	+
chr1	114696471	114696472	SYT6	-
chr1	115053780	115053781	TRIM33	-
chr1	115124264	115124265	BCAS2	-
chr1	115212731	115212732	DENND2C	-
chr1	115238238	115238239	AMPD1	-
chr1	115259514	115259515	NRAS	-
chr1	115300670	115300671	CSDE1	-
chr1	115323307	115323308	SIKE1	-
chr1	115397454	115397455	SYCP1	+
chr1	115572414	115572415	TSHB	+
chr1	115632120	115632121	TSPAN2	-
chr1	115880856	115880857	NGF	-
chr1	115878914	115878915	Unk..100506434	-
chr1	116184573	116184574	VANGL1	+
chr1	116311425	116311426	CASQ2	-
chr1	116383746	116383747	NHLH2	-
chr1	116519118	116519119	SLC22A15	+
chr1	116654375	116654376	MAB21L3	+
chr1	116915794	116915795	ATP1A1	+
chr1	116961243	116961244	ATP1A1.AS1	-
chr1	117041833	117041834	Unk..100506459	-
chr1	117113714	117113715	CD58	-
chr1	117210313	117210314	IGSF3	-
chr1	117214370	117214371	MIR320B1	+
chr1	117297085	117297086	CD2	+
chr1	117452688	117452689	PTGFRN	+
chr1	117544381	117544382	CD101	+
chr1	117602948	117602949	TTF2	+
chr1	117637264	117637265	MIR942	+
chr1	117664410	117664411	TRIM45	-
chr1	117671465	117671466	Unk..100506478	+
chr1	117753548	117753549	VTCN1	-
chr1	117910084	117910085	MAN1A2	+
chr1	118148603	118148604	FAM46C	+
chr1	118472301	118472302	GDAP2	-
chr1	118472371	118472372	WDR3	+
chr1	118727847	118727848	SPAG17	-
chr1	119532178	119532179	TBX15	-
chr1	119683294	119683295	WARS2	-
chr1	119911401	119911402	HAO2	+
chr1	119957553	119957554	HSD3B2	+
chr1	120049825	120049826	HSD3B1	+
chr1	120081131	120081132	HSD3BP3	+
chr1	120106502	120106503	HSD3BP4	+
chr1	120141913	120141914	LINC00622	-
chr1	120190389	120190390	ZNF697	-
chr1	120254418	120254419	PHGDH	+
chr1	120311554	120311555	HMGCS2	-
chr1	120354202	120354203	REG4	-
chr1	120387778	120387779	NBPF7	-
chr1	120439112	120439113	ADAM30	-
chr1	120612275	120612276	NOTCH2	-
chr1	120534814	120534815	Unk..100506528	-
chr1	120838355	120838356	Unk..100132913	-
chr1	120839004	120839005	FAM72B	+
chr1	120905158	120905159	Unk..100132314	-
chr1	120906033	120906034	HIST2H2BA	+
chr1	120935943	120935944	FCGR1B	-
chr1	121260909	121260910	EMBP1	+
chr1	142667288	142667289	MIR3118.1	+
chr1	142713256	142713257	Unk..375010	-
chr1	143163749	143163750	MIR3118.2	+
chr1	143265529	143265530	ANKRD20A13P	-
chr1	143424214	143424215	MIR3118.3	-
chr1	143687129	143687130	Unk..100130000	+
chr1	143744586	143744587	Unk..100286793	-
chr1	143743452	143743453	Unk..100287981	+
chr1	143767880	143767881	PPIAL4G	-
chr1	143913142	143913143	FAM72D	-
chr1	143915747	143915748	SRGAP2B	+
chr1	144146786	144146787	NBPF8	+
chr1	144340772	144340773	LINC00623	-
chr1	144339762	144339763	Unk..730256	+
chr1	144364245	144364246	PPIAL4A	-
chr1	144521968	144521969	Unk..728875	-
chr1	144612726	144612727	PFN1P2	-
chr1	144614958	144614959	NBPF9	+
chr1	144680024	144680025	LOC653513	-
chr1	145076078	145076079	PDE4DIP	-
chr1	145016472	145016473	Unk..100505971	+
chr1	145096406	145096407	SEC22B	+
chr1	145139901	145139902	NUDT4B	-
chr1	145209110	145209111	NOTCH2NL	+
chr1	145293370	145293371	NBPF10	+
chr1	145382397	145382398	Unk..100505987	-
chr1	145413190	145413191	HFE2	+
chr1	145438461	145438462	TXNIP	+
chr1	145470386	145470387	POLR3GL	-
chr1	145470507	145470508	ANKRD34A	+
chr1	145477084	145477085	LIX1L	+
chr1	145507637	145507638	RBM8A	+
chr1	145516075	145516076	GNRHR2	-
chr1	145516164	145516165	PEX11B	+
chr1	145524989	145524990	ITGA10	+
chr1	145549208	145549209	ANKRD35	+
chr1	145575987	145575988	PIAS3	+
chr1	145589434	145589435	NUDT17	-
chr1	145610883	145610884	POLR3C	-
chr1	145611035	145611036	RNF115	+
chr1	145715564	145715565	CD160	-
chr1	145727725	145727726	PDZK1	+
chr1	145827102	145827103	GPR89A	-
chr1	145883867	145883868	Unk..728932	+
chr1	145942618	145942619	Unk..728939	-
chr1	145969432	145969433	RNVU1.7	-
chr1	146082632	146082633	NBPF11	-
chr1	146093259	146093260	Unk..100506011	+
chr1	146250963	146250964	Unk..100506032	-
chr1	146374392	146374393	Unk..100505723	-
chr1	146373554	146373555	Unk..100505752	+
chr1	146386552	146386553	NBPF12	+
chr1	146466800	146466801	Unk..100505770	+
chr1	146514598	146514599	LOC728989	-
chr1	146644128	146644129	PRKAB2	-
chr1	146644325	146644326	Unk..100505794	+
chr1	146649429	146649430	PDIA3P1	+
chr1	146697229	146697230	FMO5	-
chr1	146714290	146714291	CHD1L	+
chr1	146989698	146989699	LINC00624	-
chr1	147013181	147013182	BCL9	+
chr1	147142633	147142634	ACP6	-
chr1	147245483	147245484	GJA5	-
chr1	147374945	147374946	GJA8	+
chr1	147400505	147400506	GPR89B	+
chr1	147511166	147511167	Unk..100312957	-
chr1	147610080	147610081	Unk..728912	-
chr1	147635091	147635092	LOC100505824	+
chr1	147751385	147751386	LOC284561	+
